ID,Titulo,DOI,Decisao,Motivacao
217,FlexDelivery - Integrated Logistics in the Offshore Sector,10.2118/217024-MS,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, petroleum, offshore] + IA[artificial intelligence, machine learning] + SCM[supply chain, logistics, inventory]"
218,Digital Twin Applications in EPC Projects,10.2118/216770-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, petroleum engineers] + IA[digital twin] + SCM[procurement, project schedules]"
219,China Offshore Intelligent Oilfield Production Monitoring System: Design and Technical Path Forward for Implementation,10.2118/216490-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, offshore] + IA[data mining] + SCM[inventory]"
220,Fast Track Implementation of Large Projects in Today's VUCA Environment,10.2118/216728-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petroleum, hydrocarbon, petroleum engineers] + IA[artificial intelligence]"
221,Digitalization Potentials in Supporting Offshore Logistics,10.2118/217032-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, offshore] + IA[artificial intelligence] + SCM[supply chain, logistics, transportation]"
222,Wells and Facilities Instrumentation and Automation Towards Achieving Field Intelligence,10.2118/216366-MS,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
223,Enhancing Supply Chain Efficiency through Predictive Analytics: A Systematic Approach to Forecast Unit of Activity,10.3997/2214-4609.202377007,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas industry] + IA[machine learning, predictive analytics] + SCM[supply chain]"
224,THE IMPLEMENTATION OF GLOVE TEXT EMBEDDINGS AND NUMERICAL INDICATORS ANALYSIS FOR PLASTIC RESIN PRICE PREDICTION,10.24507/icicel.17.03.257,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petrochemical, petrochemical industries] + IA[deep learning, neural network, rnn]"
225,Salt body segmentation based on edge detection using deep supervised learning,10.1063/5.0130158,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, seismic] + IA[deep learning, neural networks, convolutional]"
226,Adaptive Sliding Mode Control for Three-Wheel Omnidirectional Mobile Robot,10.14445/22315381/IJETT-V71I5P202,Aprovado,Relevante: presença dos 3 temas identificada. O&G[oil and gas] + IA[neural network] + SCM[logistics]
227,Improving natural gas supply chain profitability: A multi-methods optimization study,10.1016/j.energy.2023.128659,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, natural gas, gas industry] + IA[artificial intelligence, genetic algorithm, ant colony] + SCM[supply chain]"
228,Super learner approach to predict total organic carbon using stacking machine learning models based on well logs,10.1016/j.fuel.2023.128682,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, drilling] + IA[artificial intelligence, machine learning, neural network]"
229,Flow Back Optimization in Deep Water in Presence of Solids - Contingency Management and Flaring Abatement,10.2118/220851-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, drilling, oil field] + IA[optimization algorithm]"
230,Prediction on Failure Pressure of Pipeline Containing Corrosion Defects Based on ISSA-BPNN Model,10.32604/ee.2023.044054,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas pipeline] + IA[neural network] + SCM[inspection]"
231,Prioritizing Wells for Repurposing or Permanent Abandonment Based on Generalized Well Integrity Risk Analysis,10.2118/217738-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, drilling, seismic] + IA[machine learning, neural network, random forest] + SCM[asset management]"
232,Modelling Stock Prices of Energy Sector using Supervised Machine Learning Techniques,10.32479/ijeep.15553,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, energy sector] + IA[machine learning, random forest, decision tree]"
233,Examining digital forensics in the context of Shamoan attack behavior within fog computing and exploring threat intelligence for Incident Response,10.1109/KHI-HTC60760.2024.10482310,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[fpso] + IA[machine learning, random forest, support vector]"
234,Machine Learning Techniques for Inorganic Scale Precipitation Prediction: A Real Field Data from a Carbonate Reservoir,10.2118/218796-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, reservoir] + IA[machine learning, neural network, random forest]"
235,Calculation of Production Back Allocation Using Machine Learning Algorithms,10.2118/219392-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, reservoir] + IA[machine learning, random forest, xgboost] + SCM[supply chain, chain management]"
236,Machine Learning Approaches for Pattern Recognition and Missing Data Prediction in Field Datasets from Oil and Gas Operations,10.2118/219384-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, drilling] + IA[machine learning, clustering, supervised learning]"
237,A Language Model for Natural Language Interaction with Transactional Screens in the Oil and Gas Industry,10.2118/219324-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, gas industry] + IA[machine learning, llm] + SCM[supply chain, warehousing, erp]"
238,"Integrating IoT, AI, and Cloud Technologies for Sustainable Oilfield Operations",10.1109/ICCCBDA61447.2024.10569783,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, oilfield] + IA[artificial intelligence, machine learning]"
239,Applications of information technology (IT) in Iraq's petroleum industry,10.52866/ijcsm.2024.05.02.010,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, offshore] + IA[artificial intelligence, boosting] + SCM[supply chain, chain management]"
240,Petroleum Industry Value Chain Optimization: The Inevitability of Midstream and Downstream Development. Asset Management and Information,10.2118/221689-MS,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petroleum, downstream, midstream] + IA[artificial intelligence] + SCM[procurement, asset management, value chain]"
241,Asphaltene Stability Prediction Using Hybrid Artificial Neural Network Modeling Approach,10.2118/221598-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, crude oil] + IA[machine learning, neural network, random forest]"
242,Driving Profitability in Oil and Gas production Operations by Leveraging on Business Process Automation Solutions: The AI Journey,10.2118/221760-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, upstream] + IA[artificial intelligence, predictive analytics] + SCM[value chain, quality control]"
243,Petroleum Industry Value Chain Optimization: the Inevitability of Artificial Intelligence and Data Science in Midstream and Downstream Development,10.2118/221799-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, downstream, midstream] + IA[artificial intelligence, predictive analytics, digital twin] + SCM[logistics, transportation, value chain]"
244,Navigating the Future: Digital Twin in Maritime Industry,10.1109/CoBCom62281.2024.10631195,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum] + IA[machine learning, predictive models, digital twin] + SCM[logistics]"
245,Advancing Drilling Safety: Automated Anomaly Detection in Well Control Using Machine Learning Techniques,10.2118/221626-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, drilling, wellbore] + IA[machine learning, predictive model, logistic regression] + SCM[logistics]"
246,Evolutionary algorithms for integrated oil and gas supply chain management considering enhanced oil recovery methods,10.1504/IJOGCT.2024.142058,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, upstream] + IA[genetic algorithm] + SCM[supply chain, scm, chain management]"
247,Advancing Decision Making In Field Operations And Maintenance: A Practical Risk Based Analysis Tool,10.2118/221268-MS,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, petroleum, lng] + IA[predictive analytics] + SCM[procurement, spare part]"
248,"Tree-based machine learning can determine lithofacies properties of reservoir rocks e Camal oil field, Yemen",10.62593/2090-2468.1041,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, oil field, reservoir] + IA[machine learning, random forest, decision tree]"
249,Integrating Advanced Big Data Analytics for Strategic Price Projections in the Oil and Gas Industry,10.1007/978-981-97-8666-4_7,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, natural gas] + SCM[procurement, transportation]"
250,Application of Artificial Intelligence in Corrosion Management,10.5006/C2024-20711,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas industry] + IA[artificial intelligence, machine learning, neural networks] + SCM[asset management]"
251,Innovative Approach of Generative AI for Automating Technical Bid Evaluations in Oil Companies,10.2118/223359-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, upstream] + IA[natural language processing, nlp, llm] + SCM[procurement]"
252,Supply Chain Network Optimization & Simulation Model Digital Twin,10.2118/222960-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, petrochemical] + IA[digital twin] + SCM[supply chain, manufacturing plant]"
253,20/20 Vision of Your Operations - Creating an Operational Twin of Completions Operations,10.2118/222086-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petroleum, refining, shale] + IA[digital twin]"
254,Oil and Gas Field Digital Twin Full Lifecycle Management Platform and Application Based on Meta-Universe Technology,10.2118/221969-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, oilfield] + IA[machine learning, deep learning, digital twin] + SCM[procurement, project management, inspection]"
255,A Novel Fuzzy Logic Framework for Model Reliability Evaluation in Permeability Prediction Using GPR,10.1109/CICN63059.2024.10847526,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, hydrocarbon] + IA[machine learning, fuzzy logic, logistic regression]"
256,AGING MIDSTREAM SUPPLY CHAIN IN THE OIL AND GAS INDUSTRY: ISSUES AND AI-BASED SOLUTIONS,10.2307/27343774,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, midstream, gas industry] + IA[artificial intelligence] + SCM[supply chain]"
257,Ensemble-Based Convolutional Neural Networks (CNNs)For Weather Classification,10.1063/5.0217193,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas] + IA[artificial intelligence, neural networks, cnn] + SCM[supply chain, chain management]"
258,Machine Learning and Simulation Modeling Large Offshore and Production Plants to improve Engineering and Construction,10.1016/j.procs.2025.02.056,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, offshore, fpso] + IA[machine learning, neural network] + SCM[supply chain, procurement, project management]"
259,Cybersecurity Challenges in Industrial Control Systems: An Interview Study with Asset Owners in Norway,10.1007/978-3-031-82349-7_27,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[supply chain]
260,Renewing Fiber Optics Infrastructure on Mature Offshore Assets at Campos Basin,10.4043/35689-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, offshore, gas industry] + IA[artificial intelligence] + SCM[procurement]"
261,Data-Driven Optimization for Oilfield Operations,10.2118/224336-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, oilfield] + IA[reinforcement learning, clustering, simulated annealing] + SCM[logistics]"
262,Advanced Machine Learning for Accurate Reservoir Characterization: Predicting Fluid Saturations in Gharif Reservoir Using a Custom Ensemble Model,10.2118/224941-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petroleum, oil field, reservoir] + IA[machine learning, random forest, gradient boosting]"
263,Forecasting Energy Consumption and Emissions: A Data-Driven Machine Learning Approach,10.2118/224489-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, offshore] + IA[machine learning, logistic regression, linear regression]"
264,Transforming Coiled Tubing Operations Utilizing Remote Monitoring and Data Transmission for Optimized Decision-Making,10.2118/224562-MS,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, petroleum engineers] + SCM[]"
265,Streamlining Procurement Through Digital Transformation: Enhancing Efficiency and Compliance,10.2118/224715-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, drilling] + IA[artificial intelligence] + SCM[procurement]"
266,Digital Monitoring Systems Based on Artificial Intelligence for the Oil Industry,10.1007/978-3-031-91337-2_80,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil & gas, petroleum, oil industry] + IA[artificial intelligence, machine learning, predictive analytics] + SCM[supply chain, project management]"
267,Satellite Gravimetry as a Tool for Forecasting Oil and Gas Potential,10.2205/2025ES000975,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, hydrocarbon] + IA[machine learning, logistic regression]"
268,Intelligent Technology and Application of Injection Production Adjustment in Daqing Oilfield,10.1007/978-981-96-4759-0_43,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, oilfield] + IA[data mining] + SCM[procurement]"
269,FAULT DETECTION OF ROTATING MACHINERY IN THE PETROCHEMICAL INDUSTRY USING A DEEP LEARNING BASED APPROACH: TABNET – WGAN,10.15587/1729-4061.2025.332597,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petrochemical, petrochemical industry, petrochemical plant] + IA[deep learning, xgboost, generative adversarial]"
270,Robot Field Development Teams: Harnessing Multi-Agent Artificial Intelligence Systems in Petroleum Engineering,10.2118/225325-MS,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, petroleum, oilfield] + IA[artificial intelligence, machine learning, neural network] + SCM[logistics]"
271,Enhanced Differential Pipe Sticking Detection in Drilling Operations Using Machine Learning Ensemble Methods,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, drilling, reservoir] + IA[machine learning, neural networks, support vector]"
272,Application of Machine Learning for Permeability Prediction from Well Logs in Sandstone Reservoir: A Comparative Study of Model Performance,10.2118/228754-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, well log] + IA[machine learning, neural networks, random forest] + SCM[]"
273,The Future of Asset Integrity: Balancing Innovation with Operational Excellence,10.2118/228641-MS,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, petroleum, petroleum engineers] + IA[predictive analytics] + SCM[supply chain, procurement, asset management]"
274,Multi-Model Machine Learning Approaches for Fault and Anomaly Detection in Petroleum Product Distribution: A Comparison,10.1109/SoSE66311.2025.11083821,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, crude oil] + IA[machine learning, random forest, xgboost] + SCM[transportation]"
275,Adaptive Neural Network for CO2 Reduction: A Predictive Model Integrating MCMC and GAT Techniques for Oil Vessel Supply Chain,10.1007/978-981-96-2625-0_41,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, crude oil] + IA[machine learning, neural network, predictive model] + SCM[supply chain]"
276,A Robust Methodology for Rig Equipment Automation Leveraging Computer Vision,10.2118/223688-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, drilling] + IA[artificial intelligence, computer vision] + SCM[]"
277,Spatial Machine Learning Algorithms to Discover Prospective Oil and Gas Wells Locations Based on Surface Driving Factors,10.52939/ijg.v21i2.3935,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, hydrocarbon] + IA[machine learning, neural network, random forest] + SCM[sourcing]"
278,DDoS Attack Detection: A Comparative Study of TabNet Classifier with Isolation Forest and Tabular Transformer Models,10.1063/5.0247903,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas] + IA[machine learning, transformer, logistic regression]"
279,Artificial neural network model for process monitoring of crude oil distillation column in a petroleum refinery,10.1177/1063293X251329460,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, crude oil, refinery] + IA[machine learning, neural network]"
280,Enhancing petroleum logistics with innovative decision support mechanism for fuel tanker selection,10.1007/s11356-025-36307-5,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum] + SCM[logistics, transportation]"
281,Research on hierarchical emergency resource scheduling for island petrochemical enterprises based on improved multi-objective grey wolf optimization algorithm,10.1016/j.energy.2025.135791,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petrochemical, petrochemical industry, energy sector] + IA[optimization algorithm] + SCM[logistics, resource scheduling]"
282,Clustering with Machine Learning and Using NDEA in Development Planning: A Case Study in the Petrochemical Two-Stage SSC,10.22105/riej.2024.455576.1443,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petrochemical, petrochemical industry] + IA[machine learning, clustering] + SCM[supply chain, chain management, production planning]"
283,A Hybrid Approach for Solving the Capacitated Vehicle Routing Problem,10.30939/ijastech..1663305,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum] + IA[artificial intelligence, genetic algorithm] + SCM[logistics, transportation]"
284,Performance Evaluation of Machine Learning Algorithms for Detecting Gas Leakage System,10.19153/cleiej.28.3.12,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, natural gas, gas pipeline] + IA[artificial intelligence, machine learning, random forest]"
285,Challenges and Solutions for Advanced Through-Tubing Cement Evaluation,10.30632/PJV66N4-2025a10,Reprovado,Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas] + IA[machine learning]
286,Graph Pointer Network Based Hierarchical Curriculum Reinforcement Learning Method Solving Shuttle Tankers Scheduling Problem,10.23919/CSMS.2024.0017,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, offshore] + IA[reinforcement learning, reinforcement] + SCM[inventory, transportation]"
287,Integrated method combining analytical and mathematical models for the evaluation and optimization of sustainable supply chains: A Brazilian case study,10.1016/j.cie.2019.01.044,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, gas industry] + IA[artificial intelligence] + SCM[supply chain, chain management]"
288,Machine learning based intelligent downhole drilling optimization system using an electromagnetic short hop bit dynamic measurements,10.2118/201572-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petroleum, drilling, petroleum engineers] + IA[machine learning, neural networks, random forest]"
289,Improved African buffalo optimisation algorithm for petroleum product supply chain management,10.1504/IJGUC.2020.110905,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, petroleum industry] + IA[swarm intelligence] + SCM[supply chain, chain management]"
290,Machine Learning Models to Automatically Validate Petroleum ProductionTests,10.2118/199112-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, offshore, oil field] + IA[machine learning, random forest, support vector]"
291,Improving NCEP's global-scale wave ensemble averages using neural networks,10.1016/j.ocemod.2020.101617,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[offshore] + IA[neural networks, perceptron] + SCM[lead time]"
292,Intelligent diagnosis of petroleum equipment faults using a deep hybrid model,10.1007/s42452-020-2741-0,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum] + IA[machine learning, deep learning, neural network]"
293,Comprehensive Decision Framework Combining Price Prediction and Production-Planning Models for Strategic Operation of a Petrochemical Industry,10.1021/acs.iecr.0c01957,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petrochemical, petrochemical industry, petrochemical plant] + IA[neural network, linear regression] + SCM[inventory, production planning]"
294,Data analysis to facilitate offshore seawater ultrafiltration membrane replacement decision and scheduling of chemical wash,10.3850/978-981-14-8593-0_4388-cd,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[o&g, o&g, offshore] + SCM[lead time]"
295,Drilling stuck pipe classification and mitigation in the Gulf of Suez oil fields using artificial intelligence,10.1007/s13202-020-00857-w,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, drilling] + IA[artificial intelligence, machine learning, neural networks]"
296,Comparison of machine learning classifiers for accurate prediction of real-time stuck pipe incidents,10.3390/en13143683,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, drilling] + IA[machine learning, neural network, support vector]"
297,Supervised Machine Learning Classification Algorithmic Approach for Finding Anomaly Type of Intrusion Detection in Wireless Sensor Network,10.3103/S1060992X20030029,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, petroleum industry] + IA[machine learning, random forest, support vector]"
298,Machine Learning Algorithm for Intelligent Prediction for Military Logistics and Planning,10.1109/ICTC49870.2020.9289286,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, crude oil, petroleum industry] + IA[machine learning, neural network, random forest] + SCM[supply chain, logistics, warehousing]"
299,Data–driven decision–making for lost circulation treatments: A machine learning approach,10.1016/j.egyai.2020.100031,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[drilling] + IA[machine learning, neural networks, support vector] + SCM[quality control]"
300,Integrating machine learning and data analytics for geostatistical characterization of clastic reservoirs,10.1016/j.petrol.2020.107837,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, oil field, hydrocarbon] + IA[machine learning, gradient boosting, xgboost]"
301,Development and internal validation of risk prediction model of metabolic syndrome in oil workers,10.1186/s12889-020-09921-w,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, oil industry, gas industry] + IA[neural network, random forest, data mining]"
302,Neural networks to locate and quantify fugitive natural gas leaks for a MIR detection system,10.1016/j.aeaoa.2020.100092,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, natural gas] + IA[neural networks]"
303,Digitize-PID: Automatic Digitization of Piping and Instrumentation Diagrams,10.1007/978-3-030-75015-2_17,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, petroleum industry] + IA[deep learning, data mining] + SCM[inventory]"
304,Quantifying methane emissions through process simulations model and beyond,10.1115/OPTC2021-67334,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, o&g, o&g] + IA[machine learning] + SCM[supply chain, value chain]"
305,Interventional Video Grounding with Dual Contrastive Learning,10.1109/CVPR46437.2021.00279,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[computer vision] + SCM[scm]"
306,Petroleum Software License Usage Forecast Based on ARIMA Algorithm,10.1109/ICNISC54316.2021.00067,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, petroleum industry] + IA[machine learning, predictive models] + SCM[procurement, purchasing]"
307,DYNAMIC PLACEMENT OF RAPIDLY DEPLOYABLE MOBILE SENSOR ROBOTS USING MACHINE LEARNING AND EXPECTED VALUE OF INFORMATION,10.1115/IMECE2021-70759,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petrochemical, petrochemical industry] + IA[machine learning, neural network, random forest]"
308,Distilling small volumes of crude oil,10.1016/j.fuel.2020.119072,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, petrochemical, drilling] + IA[machine learning] + SCM[logistics, transportation]"
309,Development of a decision support system for assessing the supply chain risk mitigation strategies: an application in Indian petroleum supply chain,10.1108/JMTM-02-2020-0035,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum] + SCM[supply chain, scrm, supplier]"
310,Optimisation of biochar-based supply chains for negative emissions and resource savings in carbon management networks,10.1007/s10098-020-01990-0,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, oil industry, petroleum industry] + SCM[supply chain, transportation]"
311,Characterizing oil and gas wells with fugitive gas migration through Bayesian multilevel logistic regression,10.1016/j.scitotenv.2020.144678,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, drilling, hydrocarbon] + IA[clustering, data mining, logistic regression] + SCM[logistics]"
312,Blockchain-based royalty contract transactions scheme for Industry 4.0 supply-chain management,10.1016/j.ipm.2021.102586,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, gas industry] + IA[artificial intelligence] + SCM[supply chain, chain management]"
313,Fragility assessment approach of deepwater drilling risers subject to harsh environments using Bayesian regularization artificial neural network,10.1016/j.oceaneng.2021.108793,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[drilling, subsea] + IA[neural network, logistic regression] + SCM[logistics]"
314,Machine Learning Algorithm Model for Improving Business Decisions Making in Upstream Oil Gas,10.1109/ICOTEN52080.2021.9493499,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, upstream] + IA[artificial intelligence, machine learning] + SCM[supply chain]"
315,PredictMed: A Machine Learning Model for Identifying Risk Factors of Neuromuscular Hip Dysplasia: A Multicenter Descriptive Study,10.1055/s-0040-1721703,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
316,Using machine learning to predict post-operative depth of focus after cataract surgery with implantation of Tecnis Symfony,10.1177/1120672121991777,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oilfield, oilfield] + IA[machine learning, random forest, decision tree]"
317,Demodulation of em telemetry data using fuzzy wavelet neural network with logistic response,10.3390/app112210877,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[drilling] + IA[neural network, fuzzy logic]"
318,Gradient descent algorithm to optimize the offshore scale squeeze treatments,10.1016/j.petrol.2021.109469,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, oilfield, oilfield] + IA[optimization algorithm]"
